grid_id,population,median_income,avg_age,household_size,employment_rate,education_index,urbanization_level,internet_penetration,smartphone_adoption
cell_7433,10377,578645,35.9,4.48,0.662,0.701,1.0,0.79,0.73
cell_7434,13034,655510,34.7,4.12,0.695,0.704,1.0,0.786,0.753
cell_7435,11725,648454,34.7,4.07,0.669,0.709,1.0,0.781,0.776
cell_7436,12599,597617,34.0,4.12,0.676,0.736,1.0,0.755,0.75
cell_7437,11483,614556,34.9,4.31,0.687,0.711,1.0,0.77,0.774
cell_7438,12468,639528,36.3,4.3,0.692,0.742,1.0,0.762,0.779
cell_7439,7570,1482981,30.6,3.07,0.827,0.893,1.0,0.95,0.931
cell_7440,6993,1468153,30.8,3.1,0.813,0.912,0.989,0.916,0.926
cell_7441,7950,1406540,31.2,3.03,0.794,0.844,1.0,0.95,0.931
cell_7442,7397,1483983,31.6,3.08,0.827,0.882,1.0,0.95,0.93
cell_7443,7053,1590026,32.5,3.29,0.859,0.87,1.0,0.932,0.905
cell_7444,6975,1592907,31.5,3.06,0.805,0.911,0.993,0.948,0.942
cell_7445,6077,1333086,31.8,3.05,0.816,0.912,1.0,0.946,0.936
cell_7446,6770,1338536,31.9,3.19,0.801,0.909,0.989,0.944,0.909
cell_7447,6133,1507053,30.4,3.32,0.801,0.847,0.997,0.944,0.896
cell_7448,5639,1509106,33.2,3.05,0.798,0.838,1.0,0.936,0.941
cell_7449,7976,1581009,31.5,3.25,0.834,0.838,0.998,0.95,0.942
cell_7450,9072,1494382,31.1,3.23,0.814,0.859,1.0,0.95,0.931
cell_7451,7679,1374227,32.3,3.03,0.823,0.845,0.993,0.95,0.939
cell_7452,7409,1472830,31.1,3.27,0.807,0.855,1.0,0.911,0.924
cell_7453,6813,1418827,32.2,3.1,0.804,0.848,1.0,0.908,0.901
cell_7454,6507,1416598,31.7,3.09,0.831,0.839,0.988,0.949,0.919
cell_7455,7217,1441239,32.1,3.14,0.86,0.901,0.99,0.92,0.93
cell_7456,6191,1315324,31.7,3.17,0.837,0.887,1.0,0.926,0.919
cell_7457,6898,1510451,32.7,3.31,0.801,0.873,0.99,0.926,0.944
cell_7458,7904,1535515,31.8,3.39,0.848,0.878,0.992,0.908,0.907
cell_7459,7451,1310707,33.1,3.17,0.818,0.852,1.0,0.932,0.935
cell_7460,5971,1489371,33.6,3.26,0.829,0.875,0.991,0.935,0.884
cell_7461,6810,1346991,32.9,3.01,0.805,0.881,1.0,0.946,0.895
cell_7462,6655,1357307,30.9,3.19,0.801,0.844,0.989,0.942,0.892
cell_7463,7040,1504931,31.2,3.19,0.842,0.897,0.983,0.929,0.926
cell_7464,6082,1487750,31.3,3.13,0.822,0.902,1.0,0.95,0.881
cell_7465,7793,1541839,31.4,3.19,0.847,0.909,0.995,0.95,0.923
cell_7466,8092,1313959,31.6,3.13,0.856,0.845,1.0,0.95,0.887
cell_7467,5740,1351074,33.0,3.37,0.853,0.868,1.0,0.95,0.933
cell_7468,2005,609162,28.7,4.58,0.651,0.673,0.956,0.738,0.703
cell_7469,2118,563294,28.1,4.45,0.625,0.708,0.959,0.718,0.686
cell_7470,2414,539733,29.0,4.32,0.659,0.683,0.941,0.73,0.735
cell_7471,2551,600463,26.8,4.49,0.666,0.676,0.953,0.72,0.7
cell_7472,2651,519275,29.4,4.63,0.632,0.706,0.941,0.744,0.726
cell_7473,2397,554440,28.7,4.39,0.654,0.703,0.958,0.742,0.708
cell_7474,1934,610711,27.1,4.28,0.657,0.702,0.963,0.76,0.737
cell_7475,2123,606322,27.9,4.6,0.619,0.68,0.966,0.726,0.734
cell_7476,1888,557404,26.9,4.26,0.637,0.679,0.946,0.765,0.732
cell_7477,2720,526886,28.3,4.21,0.647,0.677,0.957,0.76,0.7
cell_7478,1884,601980,28.0,4.27,0.62,0.682,0.936,0.735,0.711
cell_7479,2084,506219,28.2,4.24,0.675,0.687,0.952,0.74,0.694
cell_7480,3108,539983,28.8,4.2,0.668,0.665,0.942,0.74,0.704
cell_7481,2287,527950,27.8,4.26,0.673,0.669,0.965,0.73,0.692
cell_7482,2536,573318,27.4,4.3,0.633,0.709,0.957,0.755,0.693
cell_7483,2746,542355,27.0,4.5,0.657,0.685,0.938,0.726,0.717
cell_7484,2558,590032,28.9,4.28,0.628,0.66,0.942,0.767,0.689
cell_7485,2435,543026,27.0,4.19,0.624,0.669,0.951,0.722,0.735
cell_7486,2790,520668,27.0,4.58,0.654,0.71,0.937,0.712,0.734
cell_7487,2803,537154,26.6,4.39,0.682,0.708,0.934,0.722,0.699
cell_7488,4146,712121,30.1,3.9,0.724,0.823,0.992,0.862,0.842
cell_7489,3572,709126,29.6,3.89,0.696,0.824,1.0,0.888,0.818
cell_7490,3844,722433,30.1,3.84,0.721,0.787,0.996,0.837,0.817
cell_7491,3288,823371,30.4,4.12,0.737,0.845,1.0,0.876,0.841
cell_7492,3500,713445,30.4,3.91,0.752,0.853,0.985,0.873,0.86
cell_7493,4237,691348,29.3,3.74,0.761,0.84,1.0,0.893,0.81
cell_7494,3738,735749,30.0,3.78,0.743,0.813,0.981,0.891,0.83
cell_7495,3339,703339,31.2,3.94,0.73,0.822,0.989,0.888,0.811
cell_7496,3627,723151,31.1,4.03,0.721,0.8,1.0,0.867,0.814
cell_7497,4082,822210,29.8,3.73,0.761,0.828,1.0,0.866,0.828
cell_7498,3406,793228,31.2,3.7,0.712,0.843,1.0,0.84,0.809
cell_7499,2944,795015,30.5,4.07,0.725,0.831,1.0,0.892,0.802
cell_7500,3507,765368,30.6,4.09,0.725,0.815,0.987,0.888,0.84
cell_7501,3289,733881,28.9,3.75,0.734,0.825,1.0,0.843,0.858
cell_7502,3204,746819,31.3,3.89,0.757,0.792,1.0,0.855,0.859
cell_7503,3990,786273,29.1,3.95,0.734,0.806,1.0,0.89,0.797
cell_7504,3259,830107,31.4,3.94,0.734,0.853,0.98,0.864,0.798
cell_7505,3683,763162,29.8,4.08,0.766,0.785,1.0,0.851,0.806
cell_7506,3932,738350,29.3,4.06,0.757,0.807,0.992,0.87,0.81
cell_7507,3111,730323,29.4,3.99,0.714,0.853,1.0,0.831,0.823
cell_7508,3186,724334,29.6,3.73,0.714,0.84,0.994,0.84,0.804
cell_7509,3517,722502,29.8,4.11,0.734,0.823,0.996,0.864,0.862
cell_7510,3730,706659,28.8,3.97,0.712,0.815,1.0,0.862,0.798
cell_7511,2901,824769,30.9,4.13,0.758,0.818,1.0,0.872,0.832
cell_7512,3575,773700,30.3,3.85,0.747,0.786,1.0,0.876,0.831
cell_7513,3320,702709,29.4,3.86,0.743,0.794,0.986,0.867,0.842
cell_7514,2709,706367,31.2,3.98,0.761,0.834,1.0,0.856,0.837
cell_7515,3051,688173,28.9,3.91,0.725,0.823,1.0,0.882,0.862
cell_7516,3386,730820,29.5,3.82,0.722,0.785,1.0,0.865,0.827
cell_7517,2764,766856,28.6,4.01,0.766,0.828,1.0,0.856,0.841
cell_7518,3980,792124,30.7,3.93,0.729,0.817,0.996,0.844,0.799
cell_7519,4082,825433,30.2,3.71,0.758,0.84,0.99,0.881,0.828
cell_7520,3536,805738,30.6,3.67,0.735,0.838,0.986,0.862,0.817
cell_7521,3709,778462,28.7,3.73,0.734,0.794,1.0,0.873,0.851
cell_7522,3432,739204,30.5,3.73,0.731,0.848,0.984,0.883,0.827
cell_7523,4290,708267,30.5,3.78,0.703,0.831,0.984,0.858,0.839
cell_7524,3707,805815,31.1,3.93,0.714,0.821,0.996,0.841,0.832
cell_7525,3197,808884,31.5,4.1,0.7,0.792,0.986,0.864,0.8
cell_7526,3359,743470,31.2,4.11,0.727,0.819,1.0,0.854,0.818
cell_7527,12781,637654,33.6,4.08,0.681,0.729,1.0,0.805,0.769
cell_7528,11685,662567,36.1,4.48,0.669,0.703,1.0,0.767,0.741
cell_7529,12088,615590,36.0,4.55,0.712,0.73,1.0,0.768,0.772
cell_7530,9961,613645,34.4,4.41,0.658,0.707,0.983,0.802,0.763
cell_7531,11331,597296,34.6,4.51,0.655,0.739,0.982,0.768,0.771
cell_7532,12300,589253,35.6,4.46,0.701,0.716,1.0,0.785,0.769
cell_7533,9991,672558,35.5,4.39,0.662,0.713,0.99,0.753,0.732
cell_7534,12097,596390,35.7,4.35,0.697,0.731,0.989,0.78,0.731
cell_7535,12670,669271,36.0,4.06,0.672,0.724,0.986,0.802,0.728
cell_7536,12329,684712,34.3,4.19,0.704,0.7,1.0,0.761,0.773
cell_7537,13802,638908,33.4,4.11,0.677,0.687,0.983,0.757,0.736
cell_7538,10764,701906,34.2,4.21,0.663,0.727,0.981,0.755,0.726
cell_7539,11589,631999,36.6,4.15,0.651,0.716,0.987,0.758,0.745
cell_7540,11285,688123,34.5,4.52,0.679,0.736,1.0,0.782,0.771
cell_7541,10939,677640,34.1,4.41,0.651,0.73,1.0,0.777,0.745
cell_7542,12646,621931,33.3,4.3,0.675,0.722,1.0,0.766,0.75
cell_7543,10920,620101,34.5,4.34,0.693,0.685,1.0,0.772,0.759
cell_7544,10914,662843,33.8,4.51,0.698,0.722,0.987,0.803,0.724
cell_7545,11299,608494,34.9,4.32,0.677,0.69,1.0,0.764,0.764
cell_7546,12920,666416,33.4,4.06,0.659,0.71,0.987,0.788,0.737
cell_7547,12956,624394,36.4,4.47,0.702,0.736,1.0,0.772,0.745
cell_7548,10971,681960,36.5,4.09,0.648,0.694,1.0,0.756,0.742
cell_7549,10305,653294,35.4,4.31,0.71,0.722,1.0,0.811,0.734
cell_7550,11162,599344,35.2,4.4,0.65,0.733,0.986,0.767,0.764
cell_7551,10904,651414,33.8,4.18,0.687,0.717,1.0,0.802,0.728
cell_7552,11066,674642,34.8,4.25,0.687,0.724,1.0,0.8,0.73
cell_7553,13149,691367,36.6,4.3,0.675,0.72,1.0,0.75,0.73
cell_7554,11721,605246,36.5,4.19,0.666,0.751,0.995,0.78,0.754
cell_7555,11168,609390,35.3,4.27,0.665,0.713,1.0,0.75,0.729
cell_7556,6592,1308752,31.9,3.34,0.787,0.868,0.995,0.93,0.927
cell_7557,6924,1548322,31.8,3.35,0.81,0.897,0.996,0.905,0.88
cell_7558,8200,1356491,33.3,3.36,0.813,0.877,1.0,0.95,0.883
cell_7559,6265,1559740,30.6,3.3,0.815,0.899,1.0,0.928,0.89
cell_7560,8633,1516557,32.9,3.25,0.809,0.894,0.985,0.939,0.915
cell_7561,8960,1322436,32.4,3.31,0.823,0.844,0.989,0.926,0.922
cell_7562,6591,1336591,31.7,3.17,0.816,0.899,0.983,0.923,0.92
cell_7563,8313,1561176,33.5,3.35,0.859,0.904,1.0,0.939,0.899
cell_7564,7140,1582878,31.8,3.02,0.845,0.875,1.0,0.906,0.945
cell_7565,6524,1306348,32.3,3.38,0.822,0.867,1.0,0.95,0.931
cell_7566,6490,1395968,33.4,3.15,0.806,0.883,0.998,0.95,0.88
cell_7567,7971,1560233,31.7,3.12,0.83,0.9,0.987,0.914,0.893
cell_7568,7324,1458904,32.2,3.01,0.861,0.909,0.998,0.907,0.924
cell_7569,7700,1501497,30.9,3.13,0.78,0.922,1.0,0.95,0.877
cell_7570,7789,1335074,32.9,3.26,0.86,0.848,1.0,0.95,0.928
cell_7571,6169,1584492,30.6,3.38,0.804,0.912,1.0,0.95,0.905
cell_7572,7242,1440355,33.1,3.05,0.839,0.874,1.0,0.946,0.894
cell_7573,5602,1429967,31.3,3.25,0.838,0.88,1.0,0.945,0.874
cell_7574,6808,1423999,30.8,3.26,0.806,0.842,0.982,0.92,0.922
cell_7575,6779,1345343,32.3,3.38,0.824,0.899,1.0,0.91,0.943
cell_7576,7012,1589012,31.4,3.07,0.825,0.906,1.0,0.95,0.898
cell_7577,7808,1533500,30.6,3.24,0.858,0.905,0.98,0.919,0.906
cell_7578,7735,1327425,32.8,3.33,0.796,0.842,1.0,0.95,0.932
cell_7579,7208,1584293,32.9,3.17,0.853,0.923,0.992,0.95,0.877
cell_7580,6066,1408412,32.2,3.28,0.853,0.85,1.0,0.944,0.907
cell_7581,7619,1464556,33.3,3.34,0.826,0.85,1.0,0.949,0.932
cell_7582,7247,1506114,32.6,3.05,0.837,0.843,0.982,0.927,0.875
cell_7583,7109,1547128,31.0,3.32,0.818,0.92,0.986,0.906,0.935
cell_7584,6920,1453420,33.0,3.04,0.824,0.874,0.994,0.929,0.941
cell_7585,2282,559194,28.6,4.41,0.658,0.673,0.958,0.738,0.694
cell_7586,2846,574279,28.1,4.25,0.674,0.653,0.946,0.761,0.715
cell_7587,2625,614826,27.1,4.16,0.648,0.666,0.956,0.74,0.71
cell_7588,2159,527907,27.7,4.5,0.639,0.668,0.947,0.769,0.687
cell_7589,2184,613144,27.7,4.44,0.63,0.647,0.944,0.748,0.721
cell_7590,2881,516950,26.8,4.55,0.646,0.71,0.967,0.719,0.721
cell_7591,2132,598272,27.9,4.15,0.633,0.652,0.947,0.752,0.719
cell_7592,2489,533711,26.8,4.63,0.625,0.658,0.932,0.729,0.728
cell_7593,2468,612141,29.1,4.23,0.641,0.697,0.968,0.753,0.696
cell_7594,2231,525611,27.2,4.47,0.651,0.654,0.937,0.712,0.694
cell_7595,2913,550456,28.7,4.35,0.669,0.658,0.937,0.715,0.695
cell_7596,2443,530877,28.0,4.54,0.662,0.66,0.934,0.764,0.717
cell_7597,2484,531060,28.1,4.18,0.669,0.691,0.96,0.744,0.714
cell_7598,2723,529243,28.5,4.43,0.65,0.683,0.941,0.713,0.725
cell_7599,2679,597845,28.2,4.63,0.651,0.66,0.964,0.758,0.704
cell_7600,2261,593572,28.5,4.34,0.669,0.655,0.939,0.742,0.732
cell_7601,2276,588351,28.7,4.47,0.679,0.679,0.964,0.747,0.723
cell_7602,2187,516219,28.5,4.33,0.654,0.697,0.961,0.741,0.699
cell_7603,2546,608914,28.9,4.53,0.633,0.671,0.963,0.712,0.726
cell_7604,2609,565868,28.1,4.51,0.67,0.693,0.948,0.729,0.73
cell_7605,3817,835349,30.4,3.8,0.757,0.801,0.99,0.831,0.802
cell_7606,3497,700521,29.6,4.0,0.718,0.804,1.0,0.827,0.829
cell_7607,4263,694715,30.5,3.88,0.754,0.787,0.989,0.88,0.853
cell_7608,3017,819845,29.6,3.68,0.753,0.813,0.988,0.881,0.827
cell_7609,3939,763408,28.8,4.12,0.714,0.861,0.98,0.859,0.844
cell_7610,4164,722855,29.2,3.83,0.702,0.834,1.0,0.87,0.832
cell_7611,3600,792013,30.9,3.99,0.745,0.857,1.0,0.882,0.8
cell_7612,3593,777875,30.6,4.0,0.757,0.854,1.0,0.887,0.848
cell_7613,2797,685503,30.3,3.91,0.744,0.848,0.987,0.885,0.803
cell_7614,4224,789937,29.4,3.71,0.75,0.797,0.998,0.862,0.842
cell_7615,3693,807734,30.6,3.81,0.759,0.824,0.999,0.865,0.829
cell_7616,3626,802062,30.8,3.8,0.701,0.849,0.987,0.828,0.824
cell_7617,3017,710192,30.7,4.03,0.697,0.824,0.985,0.86,0.82
cell_7618,3686,829425,30.2,3.75,0.736,0.855,0.995,0.835,0.843
cell_7619,3088,813748,30.5,3.76,0.694,0.859,1.0,0.851,0.826
cell_7620,3764,710286,29.1,3.69,0.765,0.851,1.0,0.855,0.813
cell_7621,3784,788756,28.5,3.99,0.757,0.788,1.0,0.882,0.815
cell_7622,3233,782680,30.0,4.06,0.726,0.814,1.0,0.89,0.799
cell_7623,3133,725603,30.5,3.73,0.694,0.839,1.0,0.888,0.833
cell_7624,4001,742847,30.3,4.02,0.719,0.81,1.0,0.857,0.832
cell_7625,3370,782481,31.3,3.78,0.709,0.809,0.983,0.864,0.84
cell_7626,3278,750300,30.9,4.03,0.699,0.78,1.0,0.835,0.835
cell_7627,2965,708022,30.7,3.98,0.703,0.784,0.999,0.839,0.797
cell_7628,3020,788114,31.1,3.78,0.71,0.811,0.987,0.891,0.813
cell_7629,3212,765718,30.4,4.12,0.717,0.808,0.993,0.869,0.837
cell_7630,3381,749003,30.9,3.95,0.746,0.802,1.0,0.828,0.836
cell_7631,4176,732572,29.9,3.68,0.751,0.789,0.997,0.894,0.858
cell_7632,3079,722257,30.6,4.01,0.709,0.799,0.993,0.855,0.858
cell_7633,3231,814978,30.7,3.77,0.728,0.854,0.985,0.894,0.806
cell_7634,3500,809909,28.6,3.74,0.763,0.802,0.98,0.843,0.846
cell_7635,3452,718111,29.8,4.02,0.742,0.806,0.983,0.843,0.811
cell_7636,3539,722816,31.0,3.89,0.764,0.791,0.984,0.826,0.845
cell_7637,3708,780338,30.2,3.89,0.712,0.784,0.998,0.832,0.857
cell_7638,3912,752771,29.9,3.88,0.748,0.789,1.0,0.882,0.831
cell_7639,2855,785625,31.3,4.08,0.754,0.857,0.991,0.826,0.82
cell_7640,3368,690719,30.0,3.76,0.747,0.786,1.0,0.886,0.855
cell_7641,3894,692121,30.5,4.02,0.703,0.829,0.999,0.858,0.81
cell_7642,4173,803746,29.6,4.13,0.72,0.798,1.0,0.88,0.847
cell_7643,2854,686815,30.8,3.8,0.703,0.794,1.0,0.855,0.859
cell_7644,12511,645948,35.7,4.13,0.697,0.69,1.0,0.778,0.734
cell_7645,12943,595804,33.8,4.32,0.689,0.714,0.991,0.753,0.723
cell_7646,11714,592814,34.3,4.55,0.709,0.687,1.0,0.788,0.723
cell_7647,14207,630961,34.8,4.38,0.696,0.741,0.983,0.799,0.772
cell_7648,9020,646514,35.0,4.55,0.666,0.726,1.0,0.782,0.76
cell_7649,10102,683995,34.0,4.16,0.69,0.718,1.0,0.78,0.745
cell_7650,10443,700071,35.3,4.19,0.694,0.747,0.992,0.769,0.746
cell_7651,11971,650775,33.4,4.56,0.685,0.748,1.0,0.785,0.747
cell_7652,10558,699152,33.9,4.31,0.652,0.756,1.0,0.8,0.754
cell_7653,12740,632957,34.8,4.04,0.671,0.753,1.0,0.806,0.732
cell_7654,10088,662663,36.0,4.43,0.652,0.702,1.0,0.796,0.736
cell_7655,10973,576584,35.3,4.39,0.665,0.734,0.99,0.793,0.747
cell_7656,12971,599636,36.1,4.44,0.652,0.687,0.985,0.802,0.739
cell_7657,12127,671166,36.2,4.31,0.674,0.698,1.0,0.783,0.737
cell_7658,12432,656266,34.9,4.18,0.691,0.729,0.998,0.764,0.73
cell_7659,12682,672497,36.4,4.48,0.677,0.722,0.987,0.794,0.745
cell_7660,9484,665105,34.9,4.05,0.702,0.729,0.982,0.768,0.763
cell_7661,11251,640627,36.0,4.48,0.698,0.69,0.998,0.769,0.751
cell_7662,11592,686797,36.7,4.55,0.7,0.718,0.987,0.787,0.757
cell_7663,11626,590918,35.5,4.5,0.678,0.739,1.0,0.749,0.727
cell_7664,10798,698400,36.4,4.23,0.667,0.728,1.0,0.754,0.733
cell_7665,13230,600576,35.7,4.49,0.654,0.716,1.0,0.772,0.736
cell_7666,12072,666408,33.7,4.33,0.672,0.756,1.0,0.791,0.728
cell_7667,11369,585067,33.5,4.49,0.696,0.754,0.983,0.792,0.752
cell_7668,12189,662444,36.4,4.35,0.707,0.74,1.0,0.79,0.751
cell_7669,11595,606977,33.4,4.31,0.689,0.732,1.0,0.79,0.768
cell_7670,13684,634914,33.5,4.37,0.66,0.746,1.0,0.797,0.737
cell_7671,12227,610362,36.1,4.33,0.659,0.706,0.989,0.768,0.731
cell_7672,12049,698790,34.0,4.2,0.646,0.7,0.997,0.778,0.736
cell_7673,6767,1423665,31.8,3.35,0.825,0.87,0.99,0.935,0.936
cell_7674,7762,1365605,33.3,3.06,0.803,0.854,1.0,0.933,0.895
cell_7675,8096,1593698,31.4,3.33,0.804,0.837,0.986,0.941,0.933
cell_7676,7125,1512662,30.5,3.05,0.785,0.896,1.0,0.929,0.88
cell_7677,7450,1332089,33.1,3.03,0.829,0.853,0.984,0.929,0.922
cell_7678,6543,1422771,31.8,3.37,0.808,0.923,1.0,0.95,0.899
cell_7679,5714,1471503,33.4,3.04,0.836,0.886,1.0,0.919,0.879
cell_7680,6015,1366955,30.8,3.11,0.823,0.92,1.0,0.923,0.878
cell_7681,8055,1588707,32.1,3.35,0.816,0.891,1.0,0.919,0.929
cell_7682,6208,1557272,32.0,3.04,0.796,0.846,0.991,0.915,0.925
cell_7683,6703,1434047,31.3,3.14,0.826,0.915,1.0,0.933,0.902
cell_7684,7225,1322918,32.3,3.23,0.816,0.872,1.0,0.948,0.933
cell_7685,8788,1578464,32.8,3.07,0.798,0.853,0.993,0.929,0.933
cell_7686,7486,1567107,30.8,3.01,0.852,0.857,0.986,0.925,0.887
cell_7687,8074,1353518,32.3,3.09,0.795,0.888,1.0,0.928,0.929
cell_7688,8816,1486557,31.1,3.3,0.788,0.852,1.0,0.95,0.878
cell_7689,7191,1577208,32.2,3.32,0.855,0.882,1.0,0.95,0.922
cell_7690,7549,1465769,32.4,3.2,0.797,0.897,0.995,0.912,0.936
cell_7691,6777,1514124,32.5,3.07,0.795,0.849,0.983,0.924,0.912
cell_7692,7625,1507661,32.3,3.27,0.815,0.877,1.0,0.95,0.916
cell_7693,8425,1420620,30.6,3.16,0.855,0.84,0.987,0.95,0.9
cell_7694,7338,1466947,32.2,3.12,0.834,0.912,1.0,0.948,0.899
cell_7695,8023,1562980,31.2,3.26,0.856,0.869,1.0,0.932,0.905
cell_7696,7225,1509703,31.4,3.24,0.843,0.838,0.984,0.95,0.933
cell_7697,7761,1512742,33.6,3.17,0.848,0.843,1.0,0.927,0.912
cell_7698,6317,1327194,31.8,3.18,0.806,0.919,0.983,0.95,0.899
cell_7699,6268,1566549,33.0,3.01,0.791,0.895,0.993,0.95,0.931
cell_7700,7174,1348705,33.4,3.16,0.813,0.896,0.996,0.95,0.943
cell_7701,6349,1326839,31.1,3.06,0.781,0.84,1.0,0.95,0.945
cell_7702,2381,566048,27.9,4.52,0.633,0.667,0.946,0.721,0.709
cell_7703,2112,516674,26.7,4.32,0.658,0.656,0.969,0.727,0.683
cell_7704,2281,579025,29.1,4.18,0.642,0.706,0.961,0.724,0.732
cell_7705,2376,509020,28.0,4.51,0.635,0.657,0.934,0.76,0.685
cell_7706,2713,591414,28.4,4.48,0.648,0.674,0.936,0.742,0.686
cell_7707,2600,553601,28.0,4.58,0.66,0.655,0.952,0.732,0.693
cell_7708,2451,589938,28.2,4.19,0.64,0.664,0.937,0.758,0.703
cell_7709,2805,564817,27.3,4.55,0.646,0.684,0.965,0.739,0.701
cell_7710,2300,606337,29.2,4.44,0.628,0.677,0.947,0.728,0.692
cell_7711,2350,580799,29.3,4.25,0.631,0.654,0.967,0.733,0.734
cell_7712,2312,535334,27.4,4.28,0.645,0.68,0.96,0.726,0.699
cell_7713,2267,556998,27.3,4.24,0.669,0.694,0.94,0.735,0.69
cell_7714,2243,544719,27.2,4.2,0.662,0.664,0.965,0.722,0.695
cell_7715,2715,516138,28.1,4.3,0.665,0.651,0.966,0.739,0.723
cell_7716,2322,602570,27.3,4.24,0.651,0.713,0.943,0.767,0.706
cell_7717,2671,526989,29.1,4.17,0.662,0.702,0.963,0.749,0.696
cell_7718,2565,603646,27.0,4.38,0.639,0.675,0.938,0.723,0.725
cell_7719,2448,604518,27.3,4.31,0.638,0.691,0.952,0.738,0.72
cell_7720,2672,549947,29.1,4.2,0.624,0.691,0.946,0.737,0.721
cell_7721,1970,553156,29.1,4.37,0.655,0.66,0.949,0.739,0.695
cell_7722,3073,689908,29.0,4.01,0.741,0.805,1.0,0.883,0.853
cell_7723,3220,708761,29.4,3.98,0.712,0.817,1.0,0.887,0.852
cell_7724,3569,787989,30.4,3.78,0.761,0.78,0.983,0.836,0.843
cell_7725,4084,737045,29.5,3.98,0.706,0.817,0.981,0.866,0.849
cell_7726,3063,704040,30.3,3.93,0.754,0.859,1.0,0.833,0.834
cell_7727,3922,820342,29.8,3.87,0.695,0.78,1.0,0.858,0.841
cell_7728,3637,821235,30.5,3.8,0.709,0.83,1.0,0.865,0.853
cell_7729,3741,770302,30.2,4.01,0.722,0.853,1.0,0.876,0.846
cell_7730,3769,825757,30.9,3.73,0.751,0.817,1.0,0.894,0.821
cell_7731,3133,703323,29.0,3.91,0.76,0.845,0.987,0.864,0.853
cell_7732,3969,821999,29.5,4.07,0.736,0.818,1.0,0.88,0.842
cell_7733,4271,816709,28.7,4.06,0.751,0.855,1.0,0.886,0.797
cell_7734,3540,815363,31.3,3.67,0.76,0.847,1.0,0.838,0.848
cell_7735,3236,798938,29.9,4.09,0.745,0.79,0.99,0.844,0.82
cell_7736,4070,774242,30.8,3.81,0.732,0.82,1.0,0.861,0.819
cell_7737,3043,833094,29.6,4.04,0.699,0.786,1.0,0.857,0.855
cell_7738,4096,807928,31.1,4.03,0.732,0.801,1.0,0.847,0.813
cell_7739,3347,720857,29.6,4.0,0.751,0.805,1.0,0.83,0.862
cell_7740,3250,824399,28.9,3.83,0.72,0.814,1.0,0.884,0.836
cell_7741,4317,787523,29.1,3.92,0.709,0.804,1.0,0.838,0.803
cell_7742,2999,776555,31.2,3.76,0.721,0.854,1.0,0.835,0.822
cell_7743,3899,707660,28.7,3.99,0.738,0.784,1.0,0.843,0.822
cell_7744,3547,830310,29.1,3.8,0.745,0.822,0.984,0.889,0.837
cell_7745,3323,760038,30.1,3.9,0.735,0.811,0.986,0.871,0.849
cell_7746,3243,745503,31.4,3.7,0.751,0.789,1.0,0.872,0.845
cell_7747,4415,730264,29.6,3.86,0.707,0.81,1.0,0.859,0.86
cell_7748,2706,771450,30.7,3.77,0.73,0.851,1.0,0.842,0.819
cell_7749,3557,831164,29.3,3.94,0.766,0.792,1.0,0.848,0.863
cell_7750,3125,722756,28.6,4.12,0.735,0.836,1.0,0.836,0.808
cell_7751,3909,776883,30.2,4.02,0.711,0.839,0.996,0.872,0.815
cell_7752,2744,806128,29.1,3.84,0.75,0.816,0.989,0.839,0.824
cell_7753,3440,821495,28.5,3.85,0.748,0.852,0.994,0.872,0.835
cell_7754,3426,721934,30.9,4.07,0.728,0.783,1.0,0.858,0.803
cell_7755,3147,794407,29.8,3.94,0.73,0.838,1.0,0.856,0.806
cell_7756,3074,829792,31.4,3.88,0.696,0.81,1.0,0.845,0.838
cell_7757,3550,819568,30.3,3.96,0.721,0.837,0.999,0.877,0.861
cell_7758,3790,832791,30.3,3.7,0.747,0.846,0.985,0.872,0.858
cell_7759,3375,725737,30.8,3.94,0.725,0.781,1.0,0.86,0.85
cell_7760,3766,708326,29.2,3.82,0.7,0.815,0.999,0.833,0.825
cell_7761,12123,641190,36.6,4.22,0.669,0.708,0.991,0.798,0.737
cell_7762,9636,699566,36.4,4.19,0.681,0.719,0.984,0.782,0.727
cell_7763,10134,651381,33.4,4.37,0.694,0.725,0.999,0.753,0.721
cell_7764,12226,658852,33.7,4.4,0.685,0.696,1.0,0.801,0.734
cell_7765,11690,583483,36.3,4.47,0.668,0.722,1.0,0.76,0.729
cell_7766,14123,668823,33.5,4.51,0.713,0.74,0.994,0.774,0.772
cell_7767,9934,681319,33.9,4.51,0.687,0.724,1.0,0.75,0.763
cell_7768,12114,603818,36.2,4.17,0.679,0.695,1.0,0.761,0.768
cell_7769,10271,629979,36.2,4.4,0.705,0.687,1.0,0.754,0.763
cell_7770,12041,686382,35.2,4.25,0.7,0.747,1.0,0.805,0.758
cell_7771,12494,638485,35.5,4.33,0.696,0.751,0.995,0.774,0.721
cell_7772,10518,667648,36.0,4.41,0.683,0.722,1.0,0.783,0.765
cell_7773,13002,590124,33.7,4.24,0.68,0.7,0.998,0.757,0.734
cell_7774,14218,599834,34.4,4.22,0.661,0.699,0.985,0.805,0.759
cell_7775,10349,651485,35.7,4.17,0.67,0.705,0.984,0.773,0.752
cell_7776,11884,701871,35.4,4.5,0.708,0.743,0.991,0.776,0.72
cell_7777,10894,590323,36.2,4.39,0.714,0.72,0.993,0.765,0.746
cell_7778,12865,599398,33.3,4.11,0.707,0.734,1.0,0.769,0.757
