grid_id,latitude,longitude,zone_name,total_orders,avg_delivery_time_min,avg_order_value,active_restaurants,active_customers,population_density,competitor_count,road_density_km,is_profitable
cell_6408,28.645495,77.264533,Noida Sector 18,371,38,462,29,1143,8751,6,3.99,0
cell_6409,28.645495,77.269666,Noida Sector 18,311,40,521,20,1492,8940,7,4.0,0
cell_6410,28.645495,77.274799,Noida Sector 18,282,41,557,20,1237,8330,5,3.61,0
cell_6411,28.645495,77.279932,Noida Sector 18,352,38,461,20,1265,8740,6,3.96,0
cell_6412,28.645495,77.285065,Noida Sector 18,274,37,554,22,1109,8249,6,3.5,0
cell_6413,28.645495,77.290198,Noida Sector 18,371,35,613,21,1246,9203,5,3.34,0
cell_6414,28.645495,77.295331,Noida Sector 18,257,40,558,26,1545,8656,5,4.14,0
cell_6415,28.645495,77.300463,Noida Sector 18,290,39,500,25,1062,8137,5,3.65,0
cell_6416,28.645495,77.305596,Noida Sector 18,286,35,474,26,1109,7730,6,3.45,0
cell_6417,28.645495,77.310729,Noida Sector 18,298,38,590,22,1417,8270,6,3.59,0
cell_6418,28.645495,77.315862,Noida Sector 18,327,42,553,24,1169,7518,5,4.11,0
cell_6419,28.645495,77.320995,Noida Sector 18,337,39,504,22,1520,9247,5,3.6,0
cell_6420,28.645495,77.326128,Noida Sector 18,253,40,511,26,1364,9096,6,3.49,0
cell_6421,28.645495,77.331261,Noida Sector 18,325,40,611,27,1085,8431,5,3.36,0
cell_6422,28.645495,77.336394,Noida Sector 18,260,38,508,21,1187,8178,6,3.38,0
cell_6423,28.645495,77.341527,Noida Sector 18,328,35,548,22,1134,8648,6,4.01,0
cell_6424,28.645495,77.34666,Noida Sector 18,286,42,526,22,1157,8254,6,3.82,0
cell_6425,28.645495,77.351793,Noida Sector 18,340,39,491,28,1335,8667,7,3.36,0
cell_6426,28.645495,77.356926,Noida Sector 18,368,40,579,29,1449,8114,6,3.38,0
cell_6427,28.645495,77.362059,Noida Sector 18,292,39,605,20,1060,7713,5,3.74,0
cell_6428,28.645495,77.367192,Noida Sector 18,332,38,532,26,1253,8172,5,3.46,0
cell_6429,28.645495,77.372325,Noida Sector 18,309,37,482,28,1231,7874,6,3.31,0
cell_6430,28.645495,77.377458,Noida Sector 18,260,42,585,27,1152,7981,5,3.97,0
cell_6431,28.645495,77.382591,Noida Sector 18,336,35,534,29,1522,8110,5,3.29,0
cell_6432,28.645495,77.387724,Noida Sector 18,351,38,542,28,1390,9372,6,3.81,0
cell_6433,28.645495,77.392857,Noida Sector 18,270,40,467,27,1500,8681,6,3.84,0
cell_6434,28.645495,77.39799,Noida Sector 18,265,37,556,22,1314,9496,5,3.98,0
cell_6435,28.65,76.802566,Uttam Nagar,140,36,258,7,602,25524,2,2.62,0
cell_6436,28.65,76.807699,Uttam Nagar,128,40,302,8,643,23252,2,3.07,0
cell_6437,28.65,76.812832,Uttam Nagar,153,38,252,10,514,27298,2,2.67,0
cell_6438,28.65,76.817965,Uttam Nagar,144,37,254,7,560,25026,2,2.97,0
cell_6439,28.65,76.823098,Uttam Nagar,128,40,290,8,651,28102,2,3.06,0
cell_6440,28.65,76.828231,Uttam Nagar,164,42,269,8,559,27696,2,2.92,0
cell_6441,28.65,76.833364,Uttam Nagar,121,41,314,7,565,25245,2,2.83,0
cell_6442,28.65,76.838497,Uttam Nagar,114,34,281,7,492,25696,2,2.87,0
cell_6443,28.65,76.84363,Uttam Nagar,139,41,309,7,494,24715,2,2.76,0
cell_6444,28.65,76.848763,Uttam Nagar,140,35,256,9,670,26300,2,2.53,0
cell_6445,28.65,76.853896,Uttam Nagar,148,39,314,8,706,28508,2,2.96,0
cell_6446,28.65,76.859029,Uttam Nagar,122,41,244,7,495,27494,2,3.06,0
cell_6447,28.65,76.864162,Uttam Nagar,124,35,304,8,714,28358,2,2.72,0
cell_6448,28.65,76.869295,Uttam Nagar,114,38,300,7,530,28761,2,2.74,0
cell_6449,28.65,76.874428,Uttam Nagar,145,39,310,9,674,26607,2,3.13,0
cell_6450,28.65,76.879561,Uttam Nagar,150,40,245,8,682,24317,2,2.59,0
cell_6451,28.65,76.884694,Uttam Nagar,148,39,319,8,511,28296,2,2.98,0
cell_6452,28.65,76.889827,Uttam Nagar,155,34,306,8,517,24465,2,2.61,0
cell_6453,28.65,76.89496,Uttam Nagar,120,37,315,7,703,28110,2,2.49,0
cell_6454,28.65,76.900093,Uttam Nagar,163,36,278,9,577,25152,2,3.02,0
cell_6455,28.65,76.905226,Uttam Nagar,159,37,260,9,596,28079,2,3.13,0
cell_6456,28.65,76.910359,Uttam Nagar,120,38,296,9,652,25794,2,2.52,0
cell_6457,28.65,76.915492,Uttam Nagar,139,40,294,7,646,25585,2,2.54,0
cell_6458,28.65,76.920625,Uttam Nagar,150,38,252,9,552,28104,2,2.59,0
cell_6459,28.65,76.925757,Uttam Nagar,155,37,257,8,676,24679,2,2.97,0
cell_6460,28.65,76.93089,Uttam Nagar,121,34,280,8,704,26786,2,3.0,0
cell_6461,28.65,76.936023,Uttam Nagar,124,42,286,8,495,24794,2,2.53,0
cell_6462,28.65,76.941156,Uttam Nagar,156,36,309,9,698,25159,2,2.67,0
cell_6463,28.65,76.946289,Uttam Nagar,139,36,253,7,497,25755,2,2.53,0
cell_6464,28.65,76.951422,Uttam Nagar,148,40,291,9,528,27675,2,2.97,0
cell_6465,28.65,76.956555,Uttam Nagar,165,37,241,7,684,29110,2,2.5,0
cell_6466,28.65,76.961688,Uttam Nagar,137,39,267,9,645,23582,2,2.98,0
cell_6467,28.65,76.966821,Uttam Nagar,141,34,258,8,551,23209,2,2.95,0
cell_6468,28.65,76.971954,Uttam Nagar,115,36,299,7,560,25233,2,2.91,0
cell_6469,28.65,76.977087,Uttam Nagar,113,36,281,8,578,27962,2,2.86,0
cell_6470,28.65,76.98222,Uttam Nagar,126,40,238,9,502,27221,2,2.52,0
cell_6471,28.65,76.987353,Uttam Nagar,138,38,292,8,487,25117,2,2.88,0
cell_6472,28.65,76.992486,Uttam Nagar,126,40,260,8,592,26330,2,3.01,0
cell_6473,28.65,76.997619,Uttam Nagar,133,37,263,10,488,27052,2,2.89,0
cell_6474,28.65,77.002752,South Delhi,257,33,569,16,976,21635,3,3.94,0
cell_6475,28.65,77.007885,South Delhi,261,33,561,15,1284,23551,4,3.2,0
cell_6476,28.65,77.013018,South Delhi,210,32,542,20,1059,20782,4,3.66,0
cell_6477,28.65,77.018151,South Delhi,285,31,483,18,1308,21614,5,3.41,0
cell_6478,28.65,77.023284,South Delhi,222,33,524,15,1313,23968,5,3.83,0
cell_6479,28.65,77.028417,South Delhi,214,31,573,19,1278,20707,3,3.37,0
cell_6480,28.65,77.03355,South Delhi,247,34,444,16,1016,21859,4,3.89,0
cell_6481,28.65,77.038683,South Delhi,293,35,526,19,1259,23859,4,3.34,0
cell_6482,28.65,77.043816,South Delhi,273,34,527,18,1149,21748,3,3.46,0
cell_6483,28.65,77.048949,South Delhi,297,37,513,20,1238,22641,4,3.59,0
cell_6484,28.65,77.054081,South Delhi,212,36,542,19,1137,21621,5,3.54,0
cell_6485,28.65,77.059214,South Delhi,267,32,490,19,1215,20191,4,3.3,0
cell_6486,28.65,77.064347,South Delhi,234,32,464,18,1314,21314,4,3.76,0
cell_6487,28.65,77.06948,South Delhi,236,31,464,22,1181,22574,3,3.5,0
cell_6488,28.65,77.074613,South Delhi,307,34,454,21,896,23695,4,4.01,0
cell_6489,28.65,77.079746,South Delhi,238,37,430,16,1199,20323,5,3.98,0
cell_6490,28.65,77.084879,South Delhi,280,35,469,21,1006,20626,3,3.47,0
cell_6491,28.65,77.090012,South Delhi,262,31,471,17,996,19503,4,3.71,0
cell_6492,28.65,77.095145,South Delhi,225,33,530,15,938,21295,4,3.31,0
cell_6493,28.65,77.100278,Lajpat Nagar,306,34,430,20,1384,32736,4,3.88,0
cell_6494,28.65,77.105411,Lajpat Nagar,269,31,521,23,1341,27673,6,4.03,0
cell_6495,28.65,77.110544,Lajpat Nagar,313,32,395,24,1072,27791,5,4.22,0
cell_6496,28.65,77.115677,Lajpat Nagar,308,30,478,20,1106,29769,4,3.61,0
cell_6497,28.65,77.12081,Lajpat Nagar,314,30,482,22,1114,32934,4,4.13,0
cell_6498,28.65,77.125943,Lajpat Nagar,290,35,467,19,1355,28372,5,4.06,0
cell_6499,28.65,77.131076,Lajpat Nagar,234,32,468,26,1187,30959,4,3.9,0
cell_6500,28.65,77.136209,Lajpat Nagar,338,33,421,18,1368,34663,4,3.72,0
cell_6501,28.65,77.141342,Lajpat Nagar,346,34,456,26,1261,28075,5,3.6,0
cell_6502,28.65,77.146475,Lajpat Nagar,270,31,395,19,1256,29216,5,3.86,0
cell_6503,28.65,77.151608,Lajpat Nagar,335,33,463,26,1193,33975,5,3.41,0
cell_6504,28.65,77.156741,Lajpat Nagar,264,31,392,25,1377,32081,4,3.58,0
cell_6505,28.65,77.161874,Lajpat Nagar,296,35,488,21,1089,28968,4,4.06,0
cell_6506,28.65,77.167007,Lajpat Nagar,250,35,518,21,1040,33399,5,3.63,0
cell_6507,28.65,77.17214,Lajpat Nagar,233,35,526,19,1406,33432,4,3.53,0
cell_6508,28.65,77.177272,Lajpat Nagar,257,33,520,23,1284,31437,4,3.74,0
cell_6509,28.65,77.182405,Lajpat Nagar,320,30,490,26,976,30045,5,3.59,0
cell_6510,28.65,77.187538,Lajpat Nagar,243,34,393,25,983,29968,5,3.78,0
cell_6511,28.65,77.192671,Lajpat Nagar,330,33,504,25,1385,27470,6,3.8,0
cell_6512,28.65,77.197804,Lajpat Nagar,315,31,474,24,1368,29965,5,3.87,0
cell_6513,28.65,77.202937,Lajpat Nagar,285,32,487,24,1044,28100,5,3.93,0
cell_6514,28.65,77.20807,Lajpat Nagar,331,35,407,23,1130,30369,5,3.91,0
cell_6515,28.65,77.213203,Lajpat Nagar,271,35,440,24,1019,30432,4,3.95,0
cell_6516,28.65,77.218336,Lajpat Nagar,321,34,486,26,1016,32240,6,4.02,0
cell_6517,28.65,77.223469,Lajpat Nagar,247,35,512,18,1238,29326,4,4.08,0
cell_6518,28.65,77.228602,Lajpat Nagar,276,34,481,25,1105,28880,4,3.98,0
cell_6519,28.65,77.233735,Lajpat Nagar,339,33,458,20,971,31238,6,3.36,0
cell_6520,28.65,77.238868,Lajpat Nagar,233,35,440,26,1246,32296,5,3.89,0
cell_6521,28.65,77.244001,Lajpat Nagar,293,36,417,18,1163,34464,6,3.76,0
cell_6522,28.65,77.249134,Lajpat Nagar,284,32,400,21,1199,32462,5,4.22,0
cell_6523,28.65,77.254267,Noida Sector 18,363,41,499,24,1344,8461,6,3.45,0
cell_6524,28.65,77.2594,Noida Sector 18,350,38,480,20,1067,7927,6,3.78,0
cell_6525,28.65,77.264533,Noida Sector 18,363,36,488,23,1080,7829,6,4.04,0
cell_6526,28.65,77.269666,Noida Sector 18,250,39,581,25,1483,9394,5,3.49,0
cell_6527,28.65,77.274799,Noida Sector 18,305,40,557,26,1534,9428,5,3.43,0
cell_6528,28.65,77.279932,Noida Sector 18,313,35,558,26,1175,9479,6,3.46,0
cell_6529,28.65,77.285065,Noida Sector 18,270,35,468,26,1457,8113,6,3.66,0
cell_6530,28.65,77.290198,Noida Sector 18,336,36,479,29,1398,8248,6,3.92,0
cell_6531,28.65,77.295331,Noida Sector 18,309,36,594,24,1378,8798,6,3.44,0
cell_6532,28.65,77.300463,Noida Sector 18,250,39,569,25,1429,8782,6,3.32,0
cell_6533,28.65,77.305596,Noida Sector 18,311,41,594,28,1451,8221,5,3.29,0
cell_6534,28.65,77.310729,Noida Sector 18,275,38,555,20,1250,8186,5,3.86,0
cell_6535,28.65,77.315862,Noida Sector 18,293,38,495,23,1190,9444,6,3.6,0
cell_6536,28.65,77.320995,Noida Sector 18,366,40,518,22,1105,8082,7,3.53,0
cell_6537,28.65,77.326128,Noida Sector 18,283,40,538,23,1289,9499,6,4.0,0
cell_6538,28.65,77.331261,Noida Sector 18,344,42,591,27,1231,7714,7,3.82,0
cell_6539,28.65,77.336394,Noida Sector 18,287,35,563,20,1463,8063,7,3.94,0
cell_6540,28.65,77.341527,Noida Sector 18,324,41,571,20,1555,8503,6,3.78,0
cell_6541,28.65,77.34666,Noida Sector 18,254,39,462,27,1088,8412,6,3.52,0
cell_6542,28.65,77.351793,Noida Sector 18,319,36,534,26,1309,8767,7,3.97,0
cell_6543,28.65,77.356926,Noida Sector 18,270,37,553,29,1148,9268,6,4.13,0
cell_6544,28.65,77.362059,Noida Sector 18,337,38,477,22,1203,8664,7,3.44,0
cell_6545,28.65,77.367192,Noida Sector 18,323,40,489,27,1421,8275,6,3.63,0
cell_6546,28.65,77.372325,Noida Sector 18,339,34,593,22,1419,8076,7,4.0,0
cell_6547,28.65,77.377458,Noida Sector 18,263,36,495,23,1263,8736,6,3.33,0
cell_6548,28.65,77.382591,Noida Sector 18,268,41,525,24,1276,8981,6,3.41,0
cell_6549,28.65,77.387724,Noida Sector 18,300,40,494,19,1559,8002,6,3.35,0
cell_6550,28.65,77.392857,Noida Sector 18,272,40,503,25,1251,7572,7,4.12,0
cell_6551,28.65,77.39799,Noida Sector 18,365,40,550,28,1480,8345,5,3.32,0
cell_6552,28.654505,76.802566,Dwarka,216,36,439,12,1001,12803,3,3.51,0
cell_6553,28.654505,76.807699,Dwarka,236,34,394,13,977,13578,3,3.48,0
cell_6554,28.654505,76.812832,Dwarka,177,37,386,13,1017,14787,3,3.8,0
cell_6555,28.654505,76.817965,Dwarka,230,40,442,12,873,15526,3,3.54,0
cell_6556,28.654505,76.823098,Dwarka,179,38,376,14,983,14694,3,3.37,0
cell_6557,28.654505,76.828231,Dwarka,220,38,396,16,1013,12563,3,3.78,0
cell_6558,28.654505,76.833364,Dwarka,219,34,401,13,788,15066,2,3.56,0
cell_6559,28.654505,76.838497,Dwarka,179,34,458,16,1016,15156,2,3.0,0
cell_6560,28.654505,76.84363,Dwarka,183,39,406,16,928,15539,4,3.81,0
cell_6561,28.654505,76.848763,Dwarka,238,36,378,12,961,12641,4,3.71,0
cell_6562,28.654505,76.853896,Dwarka,215,35,428,13,744,14503,2,3.33,0
cell_6563,28.654505,76.859029,Dwarka,185,38,458,15,958,13884,3,3.59,0
cell_6564,28.654505,76.864162,Dwarka,181,38,429,14,841,12806,3,3.19,0
cell_6565,28.654505,76.869295,Dwarka,168,36,340,13,855,12597,3,3.16,0
cell_6566,28.654505,76.874428,Dwarka,239,37,443,13,890,14688,3,3.15,0
cell_6567,28.654505,76.879561,Dwarka,207,36,352,12,720,13582,3,3.24,0
cell_6568,28.654505,76.884694,Dwarka,238,40,449,12,955,15481,3,3.57,0
cell_6569,28.654505,76.889827,Dwarka,240,35,407,16,956,15388,2,3.38,0
cell_6570,28.654505,76.89496,Dwarka,180,34,402,12,897,13003,3,3.2,0
cell_6571,28.654505,76.900093,Dwarka,189,37,399,14,931,15518,3,3.75,0
cell_6572,28.654505,76.905226,Dwarka,187,41,387,15,992,14013,3,3.44,0
cell_6573,28.654505,76.910359,Dwarka,217,40,452,17,966,13454,3,3.74,0
cell_6574,28.654505,76.915492,Dwarka,224,35,430,16,739,14929,3,3.59,0
cell_6575,28.654505,76.920625,Dwarka,168,35,447,15,682,12475,3,3.17,0
cell_6576,28.654505,76.925757,Dwarka,161,40,428,17,953,14505,3,3.74,0
cell_6577,28.654505,76.93089,Dwarka,168,36,372,14,735,14328,4,3.4,0
cell_6578,28.654505,76.936023,Dwarka,238,36,367,12,916,12476,3,3.21,0
cell_6579,28.654505,76.941156,Dwarka,197,39,443,14,888,14932,3,3.15,0
cell_6580,28.654505,76.946289,Dwarka,228,40,349,15,791,13007,3,3.57,0
cell_6581,28.654505,76.951422,Dwarka,173,38,443,14,936,15304,3,3.8,0
cell_6582,28.654505,76.956555,Dwarka,196,39,369,14,979,13120,3,3.27,0
cell_6583,28.654505,76.961688,Dwarka,229,36,421,12,816,13375,3,3.6,0
cell_6584,28.654505,76.966821,Dwarka,186,36,362,15,970,15476,3,3.29,0
cell_6585,28.654505,76.971954,Dwarka,239,36,366,13,971,15076,3,3.36,0
cell_6586,28.654505,76.977087,Dwarka,189,38,393,12,825,13132,3,3.13,0
cell_6587,28.654505,76.98222,Dwarka,197,36,406,14,764,13479,2,3.65,0
cell_6588,28.654505,76.987353,Dwarka,223,36,364,14,1010,14995,3,3.42,0
cell_6589,28.654505,76.992486,Dwarka,204,39,389,14,801,12332,3,3.04,0
cell_6590,28.654505,76.997619,Dwarka,189,39,452,12,746,13867,3,3.49,0
cell_6591,28.654505,77.002752,Karol Bagh,177,28,353,16,976,41747,5,4.07,0
cell_6592,28.654505,77.007885,Karol Bagh,210,30,346,22,945,45204,4,4.88,0
cell_6593,28.654505,77.013018,Karol Bagh,184,27,315,23,1075,51388,4,4.4,0
cell_6594,28.654505,77.018151,Karol Bagh,239,33,379,17,761,49879,4,4.95,0
cell_6595,28.654505,77.023284,Karol Bagh,235,31,388,22,776,49328,4,4.85,0
cell_6596,28.654505,77.028417,Karol Bagh,216,30,316,21,817,43978,3,4.9,0
cell_6597,28.654505,77.03355,Karol Bagh,263,31,304,22,1128,45800,4,4.78,0
cell_6598,28.654505,77.038683,Karol Bagh,248,32,350,17,913,44163,5,4.31,0
cell_6599,28.654505,77.043816,Karol Bagh,219,28,334,23,1091,45294,4,4.48,0
cell_6600,28.654505,77.048949,Karol Bagh,190,28,372,20,1081,44930,4,4.04,0
cell_6601,28.654505,77.054081,Karol Bagh,195,33,320,17,843,51984,4,4.17,0
cell_6602,28.654505,77.059214,Karol Bagh,195,29,331,21,791,44461,4,4.12,0
cell_6603,28.654505,77.064347,Karol Bagh,222,33,338,23,766,44810,5,4.85,0
cell_6604,28.654505,77.06948,Karol Bagh,217,30,362,18,1114,47195,5,4.13,0
cell_6605,28.654505,77.074613,Karol Bagh,218,28,302,22,1027,44538,3,4.85,0
cell_6606,28.654505,77.079746,Karol Bagh,202,31,338,18,958,45157,4,4.96,0
cell_6607,28.654505,77.084879,Karol Bagh,183,32,388,16,1123,41735,4,4.62,0
cell_6608,28.654505,77.090012,Karol Bagh,237,32,321,17,1121,49257,4,4.91,0
cell_6609,28.654505,77.095145,Karol Bagh,252,28,391,23,914,49179,5,4.79,0
cell_6610,28.654505,77.100278,Karol Bagh,239,29,365,19,1066,51317,4,4.71,0
cell_6611,28.654505,77.105411,Karol Bagh,192,32,307,18,871,51813,5,4.93,0
cell_6612,28.654505,77.110544,Karol Bagh,254,28,303,22,924,50128,4,4.7,0
cell_6613,28.654505,77.115677,Karol Bagh,192,32,300,17,1056,49117,4,4.33,0
cell_6614,28.654505,77.12081,Karol Bagh,255,28,332,23,970,41808,4,4.66,0
cell_6615,28.654505,77.125943,Karol Bagh,184,31,338,20,865,41994,4,4.37,0
cell_6616,28.654505,77.131076,Karol Bagh,201,32,318,24,920,52631,4,3.99,0
cell_6617,28.654505,77.136209,Karol Bagh,214,28,325,19,981,43878,4,4.56,0
cell_6618,28.654505,77.141342,Karol Bagh,214,29,368,17,858,46554,5,4.2,0
cell_6619,28.654505,77.146475,Karol Bagh,257,31,341,16,784,47834,5,4.14,0
cell_6620,28.654505,77.151608,Connaught Place,395,26,475,42,1844,31711,8,5.13,0
cell_6621,28.654505,77.156741,Connaught Place,391,28,586,39,2111,27968,8,4.35,1
cell_6622,28.654505,77.161874,Connaught Place,408,27,537,41,1749,26430,9,4.24,0
cell_6623,28.654505,77.167007,Connaught Place,502,28,495,31,1797,29735,7,4.6,1
cell_6624,28.654505,77.17214,Connaught Place,368,30,486,43,1932,26891,10,4.64,0
cell_6625,28.654505,77.177272,Connaught Place,411,27,593,39,1873,31429,9,4.81,1
cell_6626,28.654505,77.182405,Connaught Place,495,30,583,42,1956,29824,9,5.31,1
cell_6627,28.654505,77.187538,Connaught Place,385,28,515,32,1686,31305,9,4.49,0
cell_6628,28.654505,77.192671,Connaught Place,483,27,588,36,1939,30596,6,4.93,1
cell_6629,28.654505,77.197804,Connaught Place,338,29,541,40,2138,31716,6,5.13,0
cell_6630,28.654505,77.202937,Connaught Place,371,25,539,31,1692,29844,7,5.11,1
cell_6631,28.654505,77.20807,Connaught Place,461,27,444,31,2133,31718,7,5.22,0
cell_6632,28.654505,77.213203,Connaught Place,474,25,442,43,2002,28971,9,4.98,0
cell_6633,28.654505,77.218336,Connaught Place,351,26,567,37,2007,25710,9,4.25,0
cell_6634,28.654505,77.223469,Connaught Place,432,29,591,37,1872,26332,9,4.31,1
cell_6635,28.654505,77.228602,Connaught Place,351,30,499,43,1502,28307,8,4.83,0
cell_6636,28.654505,77.233735,Connaught Place,437,26,531,45,1573,28262,9,4.52,1
cell_6637,28.654505,77.238868,Connaught Place,363,26,594,36,1912,28767,8,5.16,1
cell_6638,28.654505,77.244001,Connaught Place,356,27,463,32,2048,31406,10,5.32,0
cell_6639,28.654505,77.249134,Connaught Place,440,28,549,32,2083,25832,7,4.76,1
cell_6640,28.654505,77.254267,Connaught Place,337,28,540,43,2125,30037,7,5.13,0
cell_6641,28.654505,77.2594,Connaught Place,352,29,501,44,2087,29110,8,4.24,0
cell_6642,28.654505,77.264533,Connaught Place,371,26,515,36,1854,28512,8,4.65,0
cell_6643,28.654505,77.269666,Connaught Place,433,30,566,43,1964,27058,9,5.32,0
cell_6644,28.654505,77.274799,Connaught Place,473,25,484,37,1908,26379,8,4.74,1
cell_6645,28.654505,77.279932,Connaught Place,433,28,531,45,1750,27551,8,5.14,1
cell_6646,28.654505,77.285065,Connaught Place,468,26,500,38,2109,28121,8,4.91,1
cell_6647,28.654505,77.290198,Connaught Place,439,25,543,41,1727,28893,9,4.23,1
cell_6648,28.654505,77.295331,Connaught Place,432,29,509,34,1920,29305,8,4.43,0
cell_6649,28.654505,77.300463,Ghaziabad,167,40,267,10,673,9992,3,2.23,0
cell_6650,28.654505,77.305596,Ghaziabad,137,41,296,11,523,8717,3,2.41,0
cell_6651,28.654505,77.310729,Ghaziabad,149,44,334,11,579,8858,2,2.19,0
cell_6652,28.654505,77.315862,Ghaziabad,142,41,340,11,618,9257,3,2.6,0
cell_6653,28.654505,77.320995,Ghaziabad,164,40,265,11,608,9337,3,2.43,0
cell_6654,28.654505,77.326128,Ghaziabad,170,40,262,11,575,10696,4,2.59,0
cell_6655,28.654505,77.331261,Ghaziabad,178,39,312,11,649,8626,4,2.36,0
cell_6656,28.654505,77.336394,Ghaziabad,172,39,287,10,579,9226,3,2.17,0
cell_6657,28.654505,77.341527,Ghaziabad,130,46,270,11,656,9707,3,2.2,0
cell_6658,28.654505,77.34666,Ghaziabad,168,46,317,11,559,9000,3,2.58,0
cell_6659,28.654505,77.351793,Ghaziabad,148,39,342,9,639,9183,3,2.27,0
cell_6660,28.654505,77.356926,Ghaziabad,165,41,287,10,689,10029,3,2.43,0
cell_6661,28.654505,77.362059,Ghaziabad,153,46,307,12,768,9983,3,2.56,0
cell_6662,28.654505,77.367192,Ghaziabad,138,46,326,10,696,9189,3,2.15,0
cell_6663,28.654505,77.372325,Ghaziabad,177,42,286,9,612,9141,3,2.53,0
cell_6664,28.654505,77.377458,Ghaziabad,169,45,322,11,679,9185,2,2.66,0
cell_6665,28.654505,77.382591,Ghaziabad,139,46,281,10,567,10154,3,2.58,0
cell_6666,28.654505,77.387724,Ghaziabad,153,39,288,11,722,10921,2,2.55,0
cell_6667,28.654505,77.392857,Ghaziabad,129,45,343,10,689,10153,3,2.43,0
cell_6668,28.654505,77.39799,Ghaziabad,132,44,303,11,598,10030,3,2.32,0
cell_6669,28.659009,76.802566,Dwarka,218,35,378,13,847,14540,3,3.68,0
cell_6670,28.659009,76.807699,Dwarka,228,38,456,15,905,15248,3,3.19,0
cell_6671,28.659009,76.812832,Dwarka,200,35,436,16,947,14000,3,3.1,0
cell_6672,28.659009,76.817965,Dwarka,180,40,451,15,835,13154,3,3.55,0
cell_6673,28.659009,76.823098,Dwarka,224,34,379,15,997,15169,3,3.65,0
cell_6674,28.659009,76.828231,Dwarka,190,37,404,12,790,14006,3,3.78,0
cell_6675,28.659009,76.833364,Dwarka,176,35,373,16,958,15221,3,3.12,0
cell_6676,28.659009,76.838497,Dwarka,221,36,356,13,774,15564,3,3.75,0
cell_6677,28.659009,76.84363,Dwarka,227,35,395,14,721,13024,3,3.1,0
cell_6678,28.659009,76.848763,Dwarka,174,38,350,15,977,12721,2,3.19,0
cell_6679,28.659009,76.853896,Dwarka,233,39,366,11,880,13858,3,3.23,0
cell_6680,28.659009,76.859029,Dwarka,213,36,401,12,850,13943,3,3.78,0
cell_6681,28.659009,76.864162,Dwarka,220,33,439,15,870,13343,3,3.63,0
cell_6682,28.659009,76.869295,Dwarka,173,37,454,16,965,14570,3,3.37,0
cell_6683,28.659009,76.874428,Dwarka,218,35,435,12,952,13013,4,3.72,0
cell_6684,28.659009,76.879561,Dwarka,196,34,409,16,793,14597,3,3.43,0
cell_6685,28.659009,76.884694,Dwarka,165,34,359,13,867,14355,3,3.6,0
cell_6686,28.659009,76.889827,Dwarka,211,35,341,16,751,15461,3,3.17,0
cell_6687,28.659009,76.89496,Dwarka,175,39,402,14,683,15664,3,3.11,0
cell_6688,28.659009,76.900093,Dwarka,211,38,427,14,902,15375,3,3.68,0
cell_6689,28.659009,76.905226,Dwarka,195,36,389,16,778,12475,3,3.28,0
cell_6690,28.659009,76.910359,Dwarka,239,39,448,13,718,14070,4,3.59,0
cell_6691,28.659009,76.915492,Dwarka,191,35,409,15,796,14025,3,3.77,0
cell_6692,28.659009,76.920625,Dwarka,222,38,365,13,931,13629,3,3.31,0
cell_6693,28.659009,76.925757,Dwarka,220,37,382,14,735,12829,3,3.65,0
cell_6694,28.659009,76.93089,Dwarka,223,38,433,15,952,13605,2,3.12,0
cell_6695,28.659009,76.936023,Dwarka,184,40,406,16,756,15535,2,3.14,0
cell_6696,28.659009,76.941156,Dwarka,203,38,440,15,807,13175,3,3.75,0
cell_6697,28.659009,76.946289,Dwarka,215,33,408,14,779,13152,4,3.01,0
cell_6698,28.659009,76.951422,Dwarka,176,36,450,14,739,12579,3,3.38,0
cell_6699,28.659009,76.956555,Dwarka,186,36,350,11,819,14967,3,3.12,0
cell_6700,28.659009,76.961688,Dwarka,205,36,351,12,826,13941,3,3.04,0
cell_6701,28.659009,76.966821,Dwarka,215,33,434,12,814,13440,3,3.33,0
cell_6702,28.659009,76.971954,Dwarka,195,38,393,16,693,13231,2,3.61,0
cell_6703,28.659009,76.977087,Dwarka,184,33,407,16,841,15028,3,3.73,0
cell_6704,28.659009,76.98222,Dwarka,178,40,348,13,777,14059,3,3.11,0
cell_6705,28.659009,76.987353,Dwarka,210,38,346,16,869,13643,3,3.46,0
cell_6706,28.659009,76.992486,Dwarka,165,35,418,12,791,12877,3,3.46,0
cell_6707,28.659009,76.997619,Dwarka,212,34,409,16,839,15534,3,3.64,0
cell_6708,28.659009,77.002752,Karol Bagh,217,32,309,18,894,42858,4,4.22,0
cell_6709,28.659009,77.007885,Karol Bagh,256,32,321,20,833,46187,5,4.78,0
cell_6710,28.659009,77.013018,Karol Bagh,209,27,363,19,960,43732,4,4.83,0
cell_6711,28.659009,77.018151,Karol Bagh,252,32,379,16,966,43966,4,4.92,0
